Campagne;Annonceur;Responsable commercial;Nature;Etat planning;Prête à diffuser;Accord cadre;ODI envoyé;ODI reçu;Début;Fin;Volume total prévu;Volume clic prévu;Brut prévu;Net prévu;Taux de remise prévu;Frais techniques prévus;CPM net prévu;Volume total diffusé;Volume clic diffusé;Net diffusé;Mandataire de réservation
CANAL PARR METEO - 73055;CANAL+ REUNION;FB;EXTWB;Confirmée;Non;Non;Non;Non;01/11/2021;30/11/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;LUVI MEDIA (HAVAS REUNION)
CARDS SHOP 974 - 70806;CARDS SHOP 974;KC;CL;Demande;Non;Non;Non;Non;15/09/2021;22/09/2021;467836;0;2339,19;2000,00;15,00;0,00;4,28;467836;0;2000,00;CARDS SHOP 974
CARREFOUR - 73685;CARREFOUR (Sainte Suzanne);JA;CL;Demande;Non;Non;Non;Non;13/12/2021;19/12/2021;250000;0;3750,00;2625,00;30,00;0,00;10,50;250000;0;2625,00;KAYAMB COMMUNICATION
CARREFOUR DECEMBRE - 73696;CARREFOUR (Sainte Suzanne);JA;CL;Demande;Non;Non;Non;Non;13/12/2021;19/12/2021;250000;0;3750,00;2625,00;30,00;0,00;10,50;250000;0;2625,00;KAYAMB COMMUNICATION
CARREFOUR PARR METEO - 70439;CARREFOUR (Sainte Suzanne);JA;EXTWB;Demande;Non;Non;Non;Non;01/08/2021;31/08/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CARREFOUR (Sainte Suzanne)
RODZAFER TEST - 73674;CARREFOUR (Sainte Suzanne);JA;CL;Demande;Non;Non;Non;Non;10/12/2021;15/12/2021;0;0;1250,00;1250,00;0,00;0,00;0,00;0;0;1250,00;CARREFOUR (Sainte Suzanne)
CAT OI - 65374;CAT-OI;AN;CL;Demande;Non;Non;Non;Non;01/01/2021;31/12/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;CAT-OI
CAT OI - 68119;CAT-OI;AN;CL;Demande;Non;Non;Non;Non;15/04/2021;31/12/2021;0;0;1000,00;0,00;100,00;0,00;0,00;0;0;0,00;CAT-OI
CARRO DEPOT PARR MIEUX CHEZ SOI - 73137;CBS CARRO DEPOT;BE;EXTWB;Confirmée;Non;Non;Non;Non;01/11/2021;01/12/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CBS CARRO DEPOT
CARRO DEPOT PARR THE VOICE - 71809;CBS CARRO DEPOT;BE;EXTWB;Confirmée;Non;Non;Non;Non;12/09/2021;24/10/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CBS CARRO DEPOT
CCIR - 71764;CCIR;KC;CL;Demande;Non;Non;Non;Non;11/09/2021;21/09/2021;167084;0;3007,51;2000,00;33,00;0,00;11,97;167084;0;2000,00;CCIR
CCIR - 71765;CCIR;KC;CL;Confirmée;Non;Non;Non;Non;11/09/2021;21/09/2021;200501;0;3007,52;2000,00;34,00;0,00;9,98;200501;0;2000,00;CCIR
CCIR - 73413;CCIR;KC;CL;Demande;Non;Non;Non;Non;05/11/2021;07/11/2021;70000;0;420,00;294,00;30,00;0,00;4,20;70000;0;294,00;CCIR
CCIR - 74671;CCIR;KC;CL;Option;Non;Non;Non;Non;04/12/2021;11/12/2021;190477;0;2857,16;2000,01;30,00;0,00;10,50;0;0;0,00;CCIR
ELECTIONS 2021 - 73427;CCIR;KC;CL;Demande;Non;Non;Non;Non;05/11/2021;07/11/2021;0;0;1487,50;1000,00;33,00;0,00;0,00;0;0;1000,00;CCIR
MANEO PARR KOH LANTA - 71002;CENTRE OPTIQUE.FR;BE;EXTWB;Confirmée;Oui;Non;Non;Non;25/08/2021;08/12/2021;49524;0;1500,00;1500,00;0,00;0,00;30,29;0;0;1500,00;CENTRE OPTIQUE.FR
CHAMBRE AGRICULTURE - 71874;CHAMBRE AGRICULTURE;KC;CL;Demande;Non;Non;Non;Non;06/11/2021;11/11/2021;317460;0;4761,91;3000,00;37,00;0,00;9,45;317460;0;3000,00;CHAMBRE AGRICULTURE
CHAMBRE AGRICULTURE - 71875;CHAMBRE AGRICULTURE;KC;CL;Option;Non;Non;Non;Non;05/01/2022;09/01/2022;180451;0;2706,77;1800,00;34,00;0,00;9,98;180451;0;1800,00;CHAMBRE AGRICULTURE
CHAMBRE AGRICULTURE - 72794;CHAMBRE AGRICULTURE;KC;CL;Confirmée;Oui;Non;Non;Non;19/10/2021;30/10/2021;157709;0;2365,64;1573,15;34,00;0,00;9,98;157709;0;1573,15;CHAMBRE AGRICULTURE
CHENAI EXPRESS PRES DE CHEZ VOUS - 74687;CHENAI EXPRESS;AN;PRODOP;Confirmée;Non;Non;Non;Non;10/12/2021;10/12/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;CHENAI EXPRESS
CHOCOLA TE PRES DE CHEZ VOUS - 74690;CHOCOLA TÉ;AN;PRODOP;Confirmée;Non;Non;Non;Non;06/12/2021;06/12/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;CHOCOLA TÉ
CIRRUS AUTORELAIS - 66788;CIRRUS ;BE;CL;Confirmée;Non;Non;Non;Non;02/07/2021;14/12/2021;1523808;0;22857,24;14400,00;37,00;0,00;9,45;1523808;0;14400,00;CIRRUS 
CITROEN PARR METEO - 67508;CITROEN MOTORS REUNION (CMR);JL;EXTWB;Confirmée;Non;Non;Non;Non;01/06/2021;31/07/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;CITROEN MOTORS REUNION (CMR)
CITROEN PARR METEO - 71033;CITROEN MOTORS REUNION (CMR);JA;EXTWB;Confirmée;Non;Non;Non;Non;01/09/2021;30/09/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CITROEN MOTORS REUNION (CMR)
CITROEN PARR METEO - 73050;CITROEN MOTORS REUNION (CMR);JA;EXTWB;Confirmée;Non;Non;Non;Non;01/11/2021;30/11/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CITROEN MOTORS REUNION (CMR)
CIVIS - 70628;CIVIS;BE;CL;Confirmée;Non;Non;Non;Non;09/08/2021;11/08/2021;80000;0;1200,00;912,00;24,00;0,00;11,40;80000;0;912,00;LUVI MEDIA (HAVAS REUNION)
TOYOTA  PARR METEO - 73866;CMM AUTOMOBILES;JA;EXTWB;Confirmée;Non;Non;Non;Non;01/12/2021;31/12/2021;425216;0;500,00;500,00;0,00;0,00;1,18;217200;0;500,00;CMM AUTOMOBILES
CNARM - 70227;CNARM  MOBILITE (LA REUNION);KC;IN;Confirmée;Oui;Non;Non;Non;21/07/2021;01/08/2021;130000;0;3289,00;2000,00;39,00;0,00;15,38;130000;0;2000,00;CNARM  MOBILITE (LA REUNION)
FOIR'FOUILLE - 64934;CODISNA SAS;BE;CL;Confirmée;Non;Non;Non;Non;01/01/2021;31/12/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;CODISNA SAS
COLIPAYS APDF MISS REUNION - 70827;COLIPAYS REUNION;BE;MISS;Confirmée;Non;Non;Non;Non;13/08/2021;13/08/2021;0;0;110,00;110,00;0,00;0,00;0,00;0;0;110,00;COLIPAYS REUNION
COLIPAYS PARR MEILLEUR PATISSIER - 73081;COLIPAYS REUNION;BE;EXTWB;Confirmée;Non;Non;Non;Non;29/10/2021;14/01/2022;197200;0;375,00;375,00;0,00;0,00;1,90;0;0;375,00;COLIPAYS REUNION
COMITE VALENTIN HAUY - 73444;COMITE VALENTIN HAUY;KC;CL;Demande;Non;Non;Non;Non;22/11/2021;05/12/2021;300752;0;1203,01;720,00;40,00;0,00;2,39;300752;0;720,00;COMITE VALENTIN HAUY
CONERSOL PARR METEO - 71968;CONERSOL;BE;EXTWB;Confirmée;Non;Non;Non;Non;01/10/2021;31/10/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CONERSOL
CONERSOL PARR SOIREE - 70449;CONERSOL;BE;EXTWB;Confirmée;Non;Non;Non;Non;01/08/2021;31/08/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;CONERSOL
SYSTEM U OP 40 ANNIVERSAIRE 1 - 72405;COOPERATIVE U ENSEIGNE ETBS SUD;BC;CL;Confirmée;Oui;Non;Non;Non;04/10/2021;17/10/2021;797053;0;5198,18;4000,00;23,00;0,00;5,02;797053;0;4000,00;LUVI MEDIA (HAVAS REUNION)
SYSTEM U OP 40 ANNIVERSAIRE 1 - 72409;COOPERATIVE U ENSEIGNE ETBS SUD;BC;CL;Confirmée;Non;Non;Non;Non;04/10/2021;17/10/2021;0;0;2800,00;2800,00;0,00;0,00;0,00;0;0;2800,00;LUVI MEDIA (HAVAS REUNION)
SYSTEME U - 74737;COOPERATIVE U ENSEIGNE ETBS SUD;BC;CL;Option;Non;Non;Non;Non;14/12/2021;31/12/2021;195000;0;2925,00;2507,82;14,00;0,00;12,86;0;0;0,00;LUVI MEDIA (HAVAS REUNION)
SYSTEME U - 74743;COOPERATIVE U ENSEIGNE ETBS SUD;BC;CL;Option;Non;Non;Non;Non;14/12/2021;28/12/2021;6641358;0;2800,00;2800,00;0,00;0,00;0,42;242823;0;500,00;LUVI MEDIA (HAVAS REUNION)
CASINO ST GILLES MISS REUNION - 70557;COREJE ;FB;MISS;Confirmée;Non;Non;Non;Non;31/07/2021;31/07/2021;60000;0;2000,00;2000,00;0,00;0,00;20,00;0;0;1700,00;COREJE 
CASINO ST GILLES MISS REUNION - 70562;COREJE ;FB;MISS;Confirmée;Non;Non;Non;Non;31/07/2021;31/07/2021;0;0;2500,00;2500,00;0,00;0,00;0,00;0;0;2500,00;COREJE 
CORSAIR - 71649;CORSAIR;BE;IN;Confirmée;Oui;Non;Non;Non;29/09/2021;06/10/2021;130000;0;3289,00;1560,00;53,00;0,00;12,00;130000;0;1560,00;CORSAIR
COTRANS VOLKSWAGEN - 68787;COTRANS AUTOMOBILES;JA;CL;Demande;Non;Non;Non;Non;01/06/2021;31/05/2022;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;COTRANS AUTOMOBILES
COUPAMA PDCV - 73550;COUPAMA RUN AUTOS;AN;PRODOP;Confirmée;Non;Non;Non;Non;10/11/2021;10/11/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;COUPAMA RUN AUTOS
CASH PISCINE - 71999;CPBA EURL;JA;CL;Confirmée;Non;Non;Non;Non;20/09/2021;09/10/2021;0;0;850,00;500,00;41,00;0,00;0,00;0;0;500,00;CPBA EURL
CASH PISCINE - 72921;CPBA EURL;JA;CL;Confirmée;Non;Non;Non;Non;25/10/2021;13/11/2021;0;0;850,00;500,00;41,00;0,00;0,00;0;0;500,00;CPBA EURL
CASH PISCINE - 74109;CPBA EURL;JA;CL;Confirmée;Non;Non;Non;Non;29/11/2021;29/11/2021;296586;0;500,00;500,00;0,00;0,00;1,69;296586;0;500,00;CPBA EURL
CPBA - 71468;CPBA EURL;JA;CL;Confirmée;Oui;Non;Non;Non;13/09/2021;30/09/2021;583333;0;3500,00;1750,00;50,00;0,00;3,00;583333;0;1750,00;CPBA EURL
CREDIT AGRICOLE - 69830;CREDIT AGRICOLE MUTUEL REUNION;KC;CL;Confirmée;Non;Non;Non;Non;30/06/2021;09/07/2021;100000;0;1500,00;1425,00;5,00;0,00;14,25;100000;0;1425,00;CREDIT AGRICOLE MUTUEL REUNION
CREDIT AGRICOLE - SOCIETARIAT - 69578;CREDIT AGRICOLE MUTUEL REUNION;JL;IN;Confirmée;Oui;Non;Non;Non;15/06/2021;14/07/2021;110000;0;3509,00;3000,20;14,00;0,00;27,27;110000;0;3000,20;LUVI MEDIA (HAVAS REUNION)
CRITEO - 71494;CRITEO;ARP;CL;Confirmée;Non;Non;Non;Non;01/07/2021;31/07/2021;0;0;53,74;53,74;0,00;0,00;0,00;0;0;53,74;CRITEO
RUNMOBILIER - 73537;CUISINES THERMIDOR;AG;PRODOP;Confirmée;Non;Non;Non;Non;15/11/2021;15/11/2021;0;0;200,00;200,00;0,00;0,00;0,00;0;0;200,00;CUISINES THERMIDOR
CYCLAMED PAR PACK AMOR - 71048;CYCLAMED;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/09/2021;30/09/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;ROIK
CYCLAMED PAR PACK AMOR - 72011;CYCLAMED;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/10/2021;31/10/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;ROIK
CYCLAMED PARR METEO - 69689;CYCLAMED;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/07/2021;31/07/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;ROIK
DEAL - 67572;DEAL REUNION;FB;CL;Confirmée;Non;Non;Non;Non;02/04/2021;01/08/2021;600000;0;3000,00;2000,01;33,00;0,00;3,33;600000;0;2000,01;DESIGN SYSTEM
DECATHLON - 70300;DECATHLON MAREBAM;JA;IN;Confirmée;Non;Non;Non;Non;02/08/2021;15/08/2021;102000;0;2692,85;1885,00;30,00;0,00;18,48;102000;0;1885,00;LUVI MEDIA (HAVAS REUNION)
DECATHLON - 70627;DECATHLON MAREBAM;JA;CL;Confirmée;Oui;Non;Non;Non;03/08/2021;12/08/2021;400000;0;3000,00;1995,00;34,00;0,00;4,99;400000;0;1995,00;LUVI MEDIA (HAVAS REUNION)
DECATHLON - 72193;DECATHLON MAREBAM;JA;IN;Confirmée;Non;Non;Non;Non;27/09/2021;17/10/2021;338203;0;8928,56;6250,00;30,00;0,00;18,48;338203;0;6250,00;LUVI MEDIA (HAVAS REUNION)
DECATHLON - 72259;DECATHLON MAREBAM;JA;IN;Confirmée;Oui;Non;Non;Non;18/10/2021;31/10/2021;405000;0;8910,00;6237,00;30,00;0,00;15,40;405000;0;6237,00;LUVI MEDIA (HAVAS REUNION)
DECATHLON - 73266;DECATHLON MAREBAM;JA;CL;Confirmée;Oui;Non;Non;Non;08/11/2021;20/11/2021;750000;0;7250,00;5075,00;30,00;0,00;6,77;750000;0;5075,00;DECATHLON MAREBAM
DECATHLON - 74094;DECATHLON MAREBAM;JA;IN;Confirmée;Non;Non;Non;Non;22/11/2021;28/11/2021;165000;0;5263,50;3499,65;34,00;0,00;21,21;165000;0;3499,65;LUVI MEDIA (HAVAS REUNION)
DECATHLON - 74644;DECATHLON MAREBAM;JA;IN;Option;Non;Non;Non;Non;13/12/2021;24/12/2021;240000;0;5280,00;3511,20;34,00;0,00;14,63;0;0;0,00;LUVI MEDIA (HAVAS REUNION)
DEPARTEMENT CAMPAGNE R+ - 73600;DEPARTEMENT DE LA REUNION;KC;CL;Confirmée;Oui;Non;Non;Non;17/11/2021;24/11/2021;500000;0;2500,00;1750,00;30,00;0,00;3,50;0;0;0,00;DEPARTEMENT DE LA REUNION
DEPARTEMENT DE LA REUNION - 71192;DEPARTEMENT DE LA REUNION;KC;CL;Confirmée;Oui;Non;Non;Non;06/09/2021;19/09/2021;600000;0;3000,00;1500,00;50,00;0,00;2,50;600000;0;1500,00;DEPARTEMENT DE LA REUNION
DESTO-K - 68961;DESTO-K;AN;CL;Confirmée;Non;Non;Non;Non;07/06/2021;17/07/2021;0;0;850,00;500,00;41,00;0,00;0,00;0;0;500,00;DESTO-K
DIAG PIECES AUTO PDCV - 73793;DIAG PIECES AUTO;AN;PRODOP;Confirmée;Non;Non;Non;Non;16/11/2021;16/11/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;DIAG PIECES AUTO
NESPRESSO - 72903;DIMOMIX SASU;BC;CL;Confirmée;Oui;Non;Non;Non;15/11/2021;19/12/2021;702700;0;4685,50;4000,00;15,00;0,00;2,85;702700;0;4000,00;LUVI MEDIA (HAVAS REUNION)
NESPRESSO BTS 2021 - 70375;DIMOMIX SASU;BC;CL;Confirmée;Non;Non;Non;Non;23/08/2021;29/08/2021;406277;0;2770,07;2500,00;10,00;0,00;6,15;406277;0;2500,00;LUVI MEDIA (HAVAS REUNION)
DISTRI PC - 71722;DISTRI PC;KC;CL;Demande;Non;Non;Non;Non;15/09/2021;22/09/2021;117000;0;1755,00;1667,25;5,00;0,00;14,25;117000;0;1667,25;DISTRI PC
DISTRI PC - 71729;DISTRI PC;KC;CL;Demande;Non;Non;Non;Non;15/09/2021;22/09/2021;350000;0;1750,00;1662,50;5,00;0,00;4,75;350000;0;1662,50;DISTRI PC
DISTRI PC - 72808;DISTRI PC;KC;CL;Confirmée;Oui;Non;Non;Non;25/10/2021;13/11/2021;233918;0;3508,77;3000,00;14,00;0,00;12,83;233918;0;3000,00;DISTRI PC
DISTRI PC VU SUR ANTENNE - 73641;DISTRI PC;KC;DIGOPS;Confirmée;Oui;Non;Non;Non;22/11/2021;03/12/2021;210000;0;1008,00;700,00;31,00;0,00;3,33;210000;0;700,00;DISTRI PC
DISTRI PC VU SUR ANTENNE - 73642;DISTRI PC;KC;PRODOP;Confirmée;Non;Non;Non;Non;22/11/2021;24/11/2021;0;0;400,00;400,00;0,00;0,00;0,00;0;0;400,00;DISTRI PC
DOULUX - 68934;DOULUX;JA;CL;Confirmée;Non;Non;Non;Non;28/06/2021;11/07/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;LUVI MEDIA (HAVAS REUNION)
DOULUX - 68953;DOULUX;KC;CL;Confirmée;Oui;Non;Non;Non;06/09/2021;19/09/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;LUVI MEDIA (HAVAS REUNION)
DOULUX - 68954;DOULUX;KC;CL;Confirmée;Oui;Non;Non;Non;01/11/2021;14/11/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;LUVI MEDIA (HAVAS REUNION)
RAVATE.COM - 65984;ECOMRUN;JA;CL;Demande;Non;Non;Non;Non;01/02/2021;31/12/2021;0;0;1000,00;1000,00;0,00;0,00;0,00;0;0;1000,00;ECOMRUN
RAVATE.COM - 65985;ECOMRUN;JA;CL;Demande;Non;Non;Non;Non;01/02/2021;31/12/2021;0;0;7000,00;7000,00;0,00;0,00;0,00;0;0;7000,00;ECOMRUN
RAVATE.COM PARR LA FRANCE A UN - 73382;ECOMRUN;BE;EXTWB;Confirmée;Non;Non;Non;Non;14/11/2021;16/01/2022;180320;0;500,00;500,00;0,00;0,00;2,77;36720;0;500,00;ECOMRUN
ECRIN DE DOUCEUR - 71955;ECRIN DE DOUCEUR;AG;CL;Confirmée;Oui;Non;Non;Non;25/10/2021;31/10/2021;100000;0;500,00;450,00;10,00;0,00;4,50;100000;0;450,00;ECRIN DE DOUCEUR
ECRIN DE DOUCEUR - 71956;ECRIN DE DOUCEUR;AG;PROD;Confirmée;Non;Non;Non;Non;25/10/2021;31/10/2021;0;0;160,00;160,00;0,00;0,00;0,00;0;0;160,00;ECRIN DE DOUCEUR
EDENA - 70718;EDENA ;JA;CL;Demande;Non;Non;Non;Non;06/09/2021;12/09/2021;114285;0;1714,28;1200,00;30,00;0,00;10,50;114285;0;1200,00;EDENA 
EDENA - 74166;EDENA ;JA;CL;Confirmée;Non;Non;Non;Non;10/12/2021;31/12/2021;710000;0;4632,00;3242,40;30,00;0,00;4,57;710000;0;3242,40;EDENA 
EDENA - 74474;EDENA ;JA;DIGOPS;Demande;Non;Non;Non;Non;06/12/2021;16/12/2021;240000;0;1200,00;1140,00;5,00;0,00;4,75;0;0;0,00;EDENA 
EDENA - 74479;EDENA ;JA;DIGOPS;Confirmée;Oui;Non;Non;Non;02/12/2021;10/12/2021;500000;0;2500,00;1700,00;32,00;0,00;3,40;0;0;0,00;EDENA 
EDENA - 74480;EDENA ;JA;PRODOP;Confirmée;Non;Non;Non;Non;02/12/2021;02/12/2021;0;0;130,00;130,00;0,00;0,00;0,00;0;0;130,00;EDENA 
EDENA CITRO - 71551;EDENA ;JA;CL;Confirmée;Oui;Non;Non;Non;06/09/2021;20/09/2021;250000;0;1200,00;1200,00;0,00;0,00;4,80;250000;0;1200,00;EDENA 
EDENA CITRO PARR KOH LANTA - 71014;EDENA ;JA;EXTWB;Confirmée;Oui;Non;Non;Non;25/08/2021;08/12/2021;49524;0;1500,00;1500,00;0,00;0,00;30,29;0;0;1500,00;EDENA 
EDF - 71829;EDF PAIEMENTS (REUNION);BC;DIGOPS;Confirmée;Non;Non;Non;Non;20/09/2021;04/10/2021;1250000;0;7750,00;2840,00;63,00;0,00;1,71;1250000;0;2840,00;HAVAS OUTREMER
EDF - 71830;EDF PAIEMENTS (REUNION);BC;PRODOP;Confirmée;Non;Non;Non;Non;20/09/2021;04/10/2021;0;0;1160,00;1160,00;0,00;0,00;0,00;0;0;1160,00;HAVAS OUTREMER
EDF - 74296;EDF PAIEMENTS (REUNION);BC;CL;Confirmée;Oui;Non;Non;Non;29/11/2021;12/12/2021;450000;0;5248,50;3814,35;27,00;0,00;8,48;0;0;0,00;HAVAS OUTREMER
ELECTRONICA VU SUR ANTENNE - 72510;ELECTRONICA;AG;PRODOP;Confirmée;Non;Non;Non;Non;08/10/2021;08/10/2021;0;0;200,00;200,00;0,00;0,00;0,00;0;0;200,00;ELECTRONICA
ESPACE DECO - 68882;ESPACE DECO;BE;IN;Confirmée;Non;Non;Non;Non;17/06/2021;10/10/2021;116100;0;3703,70;3000,00;19,00;0,00;25,84;116100;0;3000,00;ESPACE DECO
ESPACE DECO - 72471;ESPACE DECO;BE;IN;Confirmée;Oui;Non;Non;Non;01/11/2021;15/11/2021;18809;0;600,00;600,00;0,00;0,00;31,90;18809;0;600,00;ESPACE DECO
ESPACE DECO OUVERTURE - 70992;ESPACE DECO;BE;IN;Confirmée;Non;Non;Non;Non;30/08/2021;31/10/2021;69640;0;2222,22;1800,00;19,00;0,00;25,85;69640;0;1800,00;ESPACE DECO
MIXA PARR PACK LADIES - 69804;ETS LEGROS;BC;EXTWB;Confirmée;Non;Non;Non;Non;01/07/2021;31/07/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;BOURBON CONSEIL
USHUAIA PARR PACK LADIES - 69805;ETS LEGROS;BC;EXTWB;Confirmée;Non;Non;Non;Non;01/07/2021;31/07/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;BOURBON CONSEIL
IL ETAIT UNE FOIS PRES DE CHEZ V - 70499;EURL NUR-SUN;AN;PRODOP;Confirmée;Non;Non;Non;Non;26/07/2021;26/07/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;EURL NUR-SUN
IL ETAIT UNE FOIS VU SUR ANTENNE - 73560;EURL NUR-SUN;AN;DIGOPS;Confirmée;Oui;Non;Non;Non;17/11/2021;28/11/2021;210000;0;1008,00;700,00;31,00;0,00;3,33;210000;0;700,00;EURL NUR-SUN
IL ETAIT UNE FOIS VU SUR ANTENNE - 73561;EURL NUR-SUN;AN;PRODOP;Confirmée;Non;Non;Non;Non;17/11/2021;17/11/2021;0;0;200,00;200,00;0,00;0,00;0,00;0;0;200,00;EURL NUR-SUN
EXSEL AUTHENTIC HOTEL - 69290;EXSEL AUTHENTIC HOTEL;ART;ECD;Confirmée;Non;Non;Non;Non;21/06/2021;04/07/2021;908000;0;5040,00;5040,00;0,00;0,00;5,55;908000;0;5040,00;EXSEL AUTHENTIC HOTEL
UNIVERS PECHE - 71936;FAIVRE/UNIVERS PECHE;AN;PRODOP;Confirmée;Non;Non;Non;Non;22/09/2021;22/09/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;FAIVRE/UNIVERS PECHE
FRT - 70084;FEDERATION REUNIONNAISE TOURISME;FB;CL;Confirmée;Oui;Non;Non;Non;07/07/2021;17/07/2021;600000;0;2880,00;1440,00;50,00;0,00;2,40;600000;0;1440,00;COURT CIRCUIT
FESTI DECO PARR L'AMOUR EST DS L - 71763;FESTI DECO;KC;EXTWB;Demande;Non;Non;Non;Non;21/09/2021;14/12/2021;0;0;1500,00;1500,00;0,00;0,00;0,00;0;0;0,00;FESTI DECO
FORECI PARR MAG ECO - 71057;FIDUCIAIRE ADJIBI;BE;EXTWB;Confirmée;Non;Non;Non;Non;01/09/2021;30/09/2021;0;0;250,00;250,00;0,00;0,00;0,00;0;0;250,00;FIDUCIAIRE ADJIBI
FORECI PARR MAG ECO - 72489;FIDUCIAIRE ADJIBI;BE;EXTWB;Confirmée;Non;Non;Non;Non;10/10/2021;31/10/2021;0;0;250,00;250,00;0,00;0,00;0,00;0;0;250,00;FIDUCIAIRE ADJIBI
JINA - 68131;FIJI SARL - GROUPE JINA;JA;CL;Confirmée;Non;Non;Non;Non;16/04/2021;31/12/2021;0;0;750,00;750,00;0,00;0,00;0,00;0;0;750,00;FIJI SARL - GROUPE JINA
JINA - 70008;FIJI SARL - GROUPE JINA;JA;CL;Demande;Non;Non;Non;Non;01/07/2021;11/07/2021;0;0;450,00;450,00;0,00;0,00;0,00;0;0;450,00;FIJI SARL - GROUPE JINA
JINA - 70622;FIJI SARL - GROUPE JINA;JA;CL;Option;Non;Non;Non;Non;02/08/2021;15/08/2021;0;0;150,00;150,00;0,00;0,00;0,00;0;0;150,00;FIJI SARL - GROUPE JINA
JINA MISS REUNION - 70397;FIJI SARL - GROUPE JINA;JA;MISS;Confirmée;Non;Non;Non;Non;31/07/2021;30/08/2021;195500;0;6002,65;4712,35;21,00;0,00;15,40;195500;0;4712,35;FIJI SARL - GROUPE JINA
JINA MISS REUNION - 70570;FIJI SARL - GROUPE JINA;JA;MISS;Confirmée;Non;Non;Non;Non;31/07/2021;31/07/2021;0;0;655,00;655,00;0,00;0,00;0,00;0;0;655,00;FIJI SARL - GROUPE JINA
JINA PARR FASHION REUNION - 70405;FIJI SARL - GROUPE JINA;JA;PRODOP;Confirmée;Non;Non;Non;Non;23/07/2021;23/07/2021;0;0;1500,00;1500,00;0,00;0,00;0,00;0;0;1500,00;FIJI SARL - GROUPE JINA
JINA PARR FASHION REUNION - 70428;FIJI SARL - GROUPE JINA;JA;EXTWB;Confirmée;Non;Non;Non;Non;23/07/2021;23/08/2021;0;0;500,00;0,00;100,00;0,00;0,00;0;0;0,00;FIJI SARL - GROUPE JINA
BOSSINI PARR FASHION REUNION - 70368;FIKS;BE;PRODOP;Confirmée;Non;Non;Non;Non;23/07/2021;23/07/2021;0;0;1500,00;1500,00;0,00;0,00;0,00;0;0;1500,00;FIKS
BOSSINI PARR FASHION REUNION - 70426;FIKS;BE;EXTWB;Confirmée;Non;Non;Non;Non;23/07/2021;23/08/2021;0;0;500,00;0,00;100,00;0,00;0,00;0;0;0,00;FIKS
FLASH ALU PDCV - 73816;FLASH ALU;AN;PRODOP;Confirmée;Non;Non;Non;Non;16/11/2021;16/11/2021;0;0;210,00;210,00;0,00;0,00;0,00;0;0;210,00;FLASH ALU
FRANCE PARE BRISE PARR KLB - 73060;FRANCE PARE BRISE;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/11/2021;12/12/2021;166976;0;750,00;750,00;0,00;0,00;4,49;142200;0;750,00;HEAVEN
FRANCE PARE BRISE PARR SERIE - 70454;FRANCE PARE BRISE;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/08/2021;30/09/2021;0;0;500,00;500,00;0,00;0,00;0,00;0;0;500,00;HEAVEN
FRANCE PARE BRISE PARR SERIE - 71992;FRANCE PARE BRISE;TF1;EXTWB;Confirmée;Non;Non;Non;Non;01/10/2021;31/10/2021;0;0;250,00;250,00;0,00;0,00;0,00;0;0;250,00;HEAVEN
KFC OUVERTURE - 73185;FRIED CHICKEN RUN EXPLOITATION ;JA;FLS;Confirmée;Oui;Non;Non;Non;28/10/2021;13/11/2021;129829;0;3742,68;3200,00;14,00;0,00;24,65;129829;0;3200,00;COURT CIRCUIT
